Date and Time, X-Value, Y-Value, Z-Value, Battery Level, Currently Charging?
2024/02/12 14:17:56:769,0.237,-0.17,-9.991,90,false
2024/02/12 14:17:56:930,0.1915,-0.1245,-9.979,90,false
2024/02/12 14:17:57:088,0.2873,-0.1532,-9.9575,90,false
2024/02/12 14:17:57:248,0.1341,-0.1413,-9.9335,90,false
2024/02/12 14:17:57:408,0.1963,-0.146,-9.924,90,false
2024/02/12 14:17:57:567,0.2227,-0.1748,-9.9168,90,false
2024/02/12 14:17:57:727,0.1628,-0.1604,-9.9335,90,false
2024/02/12 14:17:57:887,0.1963,-0.1532,-9.9982,90,false
2024/02/12 14:17:58:046,0.1963,-0.1341,-9.9048,90,false
2024/02/12 14:17:58:206,0.2394,-0.2059,-9.9455,90,false
2024/02/12 14:17:58:366,0.1796,-0.1437,-9.9288,90,false
2024/02/12 14:17:58:525,0.261,-0.1173,-9.9742,90,false
2024/02/12 14:17:58:685,0.2179,-0.1987,-9.9599,90,false
2024/02/12 14:17:58:845,0.2179,-0.17,-9.9671,90,false
2024/02/12 14:17:59:005,0.2322,-0.1197,-9.9168,90,false
2024/02/12 14:17:59:165,0.2274,-0.2131,-9.9695,90,false
2024/02/12 14:17:59:326,0.2227,-0.1197,-9.9623,90,false
2024/02/12 14:17:59:484,0.2634,-0.1389,-9.9503,90,false
2024/02/12 14:17:59:644,0.182,-0.2035,-9.9647,90,false
2024/02/12 14:17:59:804,0.2107,-0.2035,-9.912,90,false
2024/02/12 14:17:59:963,0.17,-0.2059,-9.9431,90,false
2024/02/12 14:18:00:124,0.1963,-0.1269,-9.9575,90,false
2024/02/12 14:18:00:284,0.1508,-0.2203,-9.9719,90,false
2024/02/12 14:18:00:442,0.2227,-0.2035,-9.9527,90,false
2024/02/12 14:18:00:599,0.1676,-0.158,-9.991,90,false
2024/02/12 14:18:00:759,0.2131,-0.2107,-9.991,90,false
2024/02/12 14:18:00:922,0.2107,-0.17,-9.9024,90,false
2024/02/12 14:18:01:081,0.1891,-0.1149,-9.9503,90,false
2024/02/12 14:18:01:242,0.1939,-0.1628,-9.9359,90,false
2024/02/12 14:18:01:401,0.237,-0.1149,-9.9048,90,false
2024/02/12 14:18:01:561,0.2442,-0.17,-9.924,90,false
2024/02/12 14:18:01:722,0.1604,-0.1197,-9.9383,90,false
2024/02/12 14:18:01:881,0.1844,-0.182,-9.9479,90,false
2024/02/12 14:18:02:040,0.1867,-0.1269,-9.9503,90,false
2024/02/12 14:18:02:201,0.2107,-0.1532,-9.9671,90,false
2024/02/12 14:18:02:359,0.237,-0.1556,-9.9575,90,false
2024/02/12 14:18:02:520,0.237,-0.1556,-9.9335,90,false
2024/02/12 14:18:02:679,0.2035,-0.1197,-9.9814,90,false
2024/02/12 14:18:02:839,0.2179,-0.158,-9.9623,90,false
2024/02/12 14:18:02:999,0.1987,-0.1844,-9.9527,90,false
2024/02/12 14:18:03:160,0.1915,-0.1748,-9.924,90,false
2024/02/12 14:18:03:319,0.2083,-0.1389,-10.003,90,false
2024/02/12 14:18:03:479,0.2131,-0.1197,-9.9575,90,false
2024/02/12 14:18:03:639,0.2729,-0.1628,-9.9455,90,false
2024/02/12 14:18:03:798,0.182,-0.1748,-9.9407,90,false
2024/02/12 14:18:03:958,0.1963,-0.1341,-9.9407,90,false
2024/02/12 14:18:04:119,0.1844,-0.158,-9.9599,90,false
2024/02/12 14:18:04:277,0.2274,-0.158,-9.9335,90,false
2024/02/12 14:18:04:437,0.1437,-0.103,-9.9958,90,false
2024/02/12 14:18:04:598,0.1628,-0.1867,-9.9862,90,false
2024/02/12 14:18:04:757,0.2227,-0.0958,-9.9431,90,false
2024/02/12 14:18:04:918,0.1532,-0.1484,-9.9168,90,false
2024/02/12 14:18:05:078,0.2251,-0.2035,-9.9072,90,false
2024/02/12 14:18:05:237,0.1604,-0.1125,-9.9647,90,false
2024/02/12 14:18:05:396,0.2179,-0.1077,-10.0317,90,false
2024/02/12 14:18:05:557,0.2418,-0.1484,-9.9671,90,false
2024/02/12 14:18:05:716,0.2203,-0.1652,-9.9766,90,false
2024/02/12 14:18:05:875,0.2035,-0.1748,-9.9383,90,false
2024/02/12 14:18:06:033,0.1604,-0.0982,-9.9575,90,false
2024/02/12 14:18:06:196,0.182,-0.1604,-9.9671,90,false
2024/02/12 14:18:06:355,0.2466,-0.1939,-9.9144,90,false
2024/02/12 14:18:06:513,0.2227,-0.103,-9.9072,90,false
2024/02/12 14:18:06:675,0.1939,-0.2203,-9.9288,90,false
2024/02/12 14:18:06:835,0.2227,-0.1317,-9.9647,90,false
2024/02/12 14:18:06:994,0.1867,-0.1867,-9.9503,90,false
2024/02/12 14:18:07:154,0.2298,-0.1317,-9.9695,90,false
2024/02/12 14:18:07:315,0.2059,-0.1245,-9.979,90,false
2024/02/12 14:18:07:475,0.182,-0.1437,-9.9503,90,false
2024/02/12 14:18:07:634,0.2035,-0.2035,-9.9455,90,false
2024/02/12 14:18:07:793,0.2155,-0.1532,-9.9048,90,false
2024/02/12 14:18:07:954,0.2442,-0.1844,-9.9551,90,false
2024/02/12 14:18:08:114,0.249,-0.1532,-9.9742,90,false
2024/02/12 14:18:08:273,0.2107,-0.1341,-9.924,90,false
2024/02/12 14:18:08:434,0.2705,-0.1772,-9.9288,90,false
2024/02/12 14:18:08:592,0.2059,-0.1293,-9.979,90,false
2024/02/12 14:18:08:752,0.2035,-0.1844,-9.9383,90,false
2024/02/12 14:18:08:914,0.2274,-0.1915,-9.9216,90,false
2024/02/12 14:18:09:072,0.1939,-0.1149,-9.9647,90,false
2024/02/12 14:18:09:231,0.2466,-0.1939,-9.9144,90,false
2024/02/12 14:18:09:393,0.2179,-0.1987,-9.9599,90,false
2024/02/12 14:18:09:551,0.1748,-0.1676,-9.9335,90,false
2024/02/12 14:18:09:711,0.2203,-0.1221,-9.9359,90,false
2024/02/12 14:18:09:872,0.2011,-0.1341,-9.9695,90,false
2024/02/12 14:18:10:031,0.1724,-0.2083,-10.0102,90,false
2024/02/12 14:18:10:191,0.2801,-0.1269,-9.9527,90,false
2024/02/12 14:18:10:351,0.2131,-0.1844,-9.9503,90,false
2024/02/12 14:18:10:511,0.2274,-0.1604,-9.9575,90,false
2024/02/12 14:18:10:670,0.2251,-0.17,-9.9623,90,false
2024/02/12 14:18:10:831,0.2083,-0.1125,-9.979,90,false
2024/02/12 14:18:10:990,0.2203,-0.1652,-9.9886,90,false
2024/02/12 14:18:11:149,0.2298,-0.1604,-9.9575,90,false
2024/02/12 14:18:11:312,0.2274,-0.1293,-9.9982,90,false
2024/02/12 14:18:11:470,0.1844,-0.1317,-9.9407,90,false
2024/02/12 14:18:11:630,0.2083,-0.1628,-9.8952,90,false
2024/02/12 14:18:11:791,0.2251,-0.1293,-9.9383,90,false
2024/02/12 14:18:11:949,0.2274,-0.2179,-9.9766,90,false
2024/02/12 14:18:12:109,0.1987,-0.1796,-9.9527,90,false
2024/02/12 14:18:12:270,0.2274,-0.1173,-9.9503,90,false
2024/02/12 14:18:12:429,0.1963,-0.1149,-9.9383,90,false
2024/02/12 14:18:12:588,0.1915,-0.1772,-9.9407,90,false
2024/02/12 14:18:12:749,0.2179,-0.1891,-9.924,90,false
2024/02/12 14:18:12:908,0.1939,-0.1604,-10.0269,90,false
2024/02/12 14:18:13:068,0.2562,-0.1748,-10.0269,90,false
2024/02/12 14:18:13:229,0.2705,-0.1221,-9.924,90,false
2024/02/12 14:18:13:387,0.2011,-0.1628,-9.9551,90,false
2024/02/12 14:18:13:547,0.2322,-0.2083,-9.9168,90,false
2024/02/12 14:18:13:709,0.2107,-0.1365,-9.9311,90,false
2024/02/12 14:18:13:867,0.2107,-0.1365,-9.9383,90,false
2024/02/12 14:18:14:027,0.2083,-0.1173,-9.9886,90,false
2024/02/12 14:18:14:187,0.2322,-0.2059,-9.9455,90,false
2024/02/12 14:18:14:346,0.1963,-0.2011,-9.9527,90,false
2024/02/12 14:18:14:506,0.2322,-0.1556,-9.9288,90,false
2024/02/12 14:18:14:666,0.2586,-0.1006,-9.9192,90,false
2024/02/12 14:18:14:825,0.1963,-0.182,-9.9335,90,false
2024/02/12 14:18:14:985,0.1915,-0.1173,-9.9431,90,false
2024/02/12 14:18:15:146,0.2227,-0.2131,-9.924,90,false
2024/02/12 14:18:15:305,0.1676,-0.1844,-9.9359,90,false
2024/02/12 14:18:15:465,0.2203,-0.1772,-9.9527,90,false
2024/02/12 14:18:15:625,0.2322,-0.1604,-9.9719,90,false
2024/02/12 14:18:15:783,0.1772,-0.1484,-9.9431,90,false
2024/02/12 14:18:15:943,0.2203,-0.1508,-9.9479,90,false
2024/02/12 14:18:16:105,0.2251,-0.1532,-9.9359,90,false
2024/02/12 14:18:16:263,0.2705,-0.1484,-9.9311,90,false
2024/02/12 14:18:16:422,0.2777,-0.1341,-9.9048,90,false
2024/02/12 14:18:16:583,0.1987,-0.1556,-9.9886,90,false
2024/02/12 14:18:16:742,0.2251,-0.1437,-9.979,90,false
2024/02/12 14:18:16:902,0.1604,-0.1652,-9.9671,90,false
2024/02/12 14:18:17:062,0.2035,-0.1652,-9.9647,90,false
2024/02/12 14:18:17:221,0.2634,-0.1724,-9.9383,90,false
2024/02/12 14:18:17:381,0.2155,-0.1604,-9.9934,90,false
2024/02/12 14:18:17:542,0.2227,-0.0934,-9.991,90,false
2024/02/12 14:18:17:701,0.1484,-0.1484,-9.9479,90,false
2024/02/12 14:18:17:860,0.2801,-0.1844,-9.9551,90,false
2024/02/12 14:18:18:021,0.2562,-0.1413,-9.9024,90,false
2024/02/12 14:18:18:180,0.2251,-0.1125,-9.9766,90,false
2024/02/12 14:18:18:339,0.2227,-0.17,-9.979,90,false
2024/02/12 14:18:18:501,0.1963,-0.1915,-9.9479,90,false
2024/02/12 14:18:18:659,0.2059,-0.1484,-9.9551,90,false
2024/02/12 14:18:18:819,0.2346,-0.1628,-9.9551,90,false
2024/02/12 14:18:18:980,0.2227,-0.1173,-9.9192,90,false
2024/02/12 14:18:19:138,0.2131,-0.1748,-9.9503,90,false
2024/02/12 14:18:19:299,0.1915,-0.1389,-9.9335,90,false
2024/02/12 14:18:19:459,0.2322,-0.1389,-9.9311,90,false
2024/02/12 14:18:19:618,0.2394,-0.1437,-9.9503,90,false
2024/02/12 14:18:19:777,0.2394,-0.1724,-9.9311,90,false
2024/02/12 14:18:19:938,0.158,-0.1149,-9.9575,90,false
2024/02/12 14:18:20:103,0.1796,-0.1748,-9.9599,90,false
2024/02/12 14:18:20:255,0.2682,-0.158,-9.9838,90,false
2024/02/12 14:18:20:418,0.1915,-0.1628,-9.9431,90,false
2024/02/12 14:18:20:577,0.1987,-0.1484,-9.9,90,false
2024/02/12 14:18:20:736,0.2298,-0.1006,-9.9288,90,false
2024/02/12 14:18:20:897,0.1987,-0.1389,-9.9216,90,false
2024/02/12 14:18:21:056,0.1915,-0.1987,-9.9168,90,false
2024/02/12 14:18:21:211,0.2322,-0.182,-9.9311,90,false
2024/02/12 14:18:21:376,0.1891,-0.1484,-9.9958,90,false
2024/02/12 14:18:21:535,0.2131,-0.1365,-9.9383,90,false
2024/02/12 14:18:21:695,0.2658,-0.1341,-9.9216,90,false
2024/02/12 14:18:21:856,0.261,-0.1389,-9.9407,90,false
2024/02/12 14:18:22:014,0.261,-0.1532,-9.9671,90,false
2024/02/12 14:18:22:173,0.1652,-0.1796,-9.9096,90,false
2024/02/12 14:18:22:335,0.2346,-0.17,-9.9335,90,false
2024/02/12 14:18:22:494,0.17,-0.2274,-9.9335,90,false
2024/02/12 14:18:22:653,0.2658,-0.1772,-9.9671,90,false
2024/02/12 14:18:22:814,0.2203,-0.1245,-9.9192,90,false
2024/02/12 14:18:22:973,0.2083,-0.2035,-9.9455,90,false
2024/02/12 14:18:23:133,0.2562,-0.1245,-9.9647,90,false
2024/02/12 14:18:23:294,0.2322,-0.1676,-9.924,90,false
2024/02/12 14:18:23:452,0.2179,-0.1867,-9.9695,90,false
2024/02/12 14:18:23:611,0.2634,-0.0814,-9.9766,90,false
2024/02/12 14:18:23:779,0.261,-0.182,-9.9623,90,false
2024/02/12 14:18:23:928,0.2203,-0.1413,-9.9407,90,false
2024/02/12 14:18:24:092,0.2466,-0.17,-9.9766,90,false
2024/02/12 14:18:24:252,0.2131,-0.17,-9.9335,90,false
2024/02/12 14:18:24:411,0.2466,-0.146,-9.9264,90,false
2024/02/12 14:18:24:570,0.2562,-0.1341,-9.9838,90,false
2024/02/12 14:18:24:731,0.1915,-0.1365,-9.9407,90,false
2024/02/12 14:18:24:890,0.2298,-0.1484,-9.9503,90,false
2024/02/12 14:18:25:050,0.2203,-0.0886,-9.8928,90,false
2024/02/12 14:18:25:211,0.249,-0.1437,-9.9862,90,false
2024/02/12 14:18:25:369,0.2227,-0.1197,-9.9503,90,false
2024/02/12 14:18:25:529,0.2466,-0.158,-9.9311,90,false
2024/02/12 14:18:25:690,0.2538,-0.1508,-9.924,90,false
2024/02/12 14:18:25:848,0.2107,-0.1891,-9.9264,90,false
2024/02/12 14:18:26:008,0.2466,-0.1891,-9.9216,90,false
2024/02/12 14:18:26:169,0.1939,-0.1484,-9.9479,90,false
2024/02/12 14:18:26:328,0.2538,-0.1341,-9.9647,90,false
2024/02/12 14:18:26:488,0.2562,-0.17,-9.9311,90,false
2024/02/12 14:18:26:648,0.2107,-0.1987,-9.9719,90,false
2024/02/12 14:18:26:806,0.1796,-0.2131,-9.9575,90,false
2024/02/12 14:18:26:967,0.2011,-0.1628,-9.9647,90,false
2024/02/12 14:18:27:128,0.2251,-0.1245,-9.9671,90,false
2024/02/12 14:18:27:291,0.2346,-0.1628,-9.9814,90,false
2024/02/12 14:18:27:446,0.1724,-0.1149,-9.9599,90,false
2024/02/12 14:18:27:606,0.2274,-0.1772,-9.9311,90,false
2024/02/12 14:18:27:765,0.261,-0.1077,-9.9575,90,false
2024/02/12 14:18:27:925,0.1915,-0.1484,-9.9288,90,false
2024/02/12 14:18:28:087,0.1772,-0.1101,-9.9934,90,false
2024/02/12 14:18:28:244,0.2298,-0.2203,-9.9335,90,false
2024/02/12 14:18:28:405,0.2274,-0.1628,-9.9742,90,false
2024/02/12 14:18:28:565,0.2346,-0.182,-9.9623,90,false
2024/02/12 14:18:28:724,0.2921,-0.2131,-9.9647,90,false
2024/02/12 14:18:28:884,0.2107,-0.1556,-9.9671,90,false
2024/02/12 14:18:29:045,0.2322,-0.1077,-9.9575,90,false
2024/02/12 14:18:29:203,0.158,-0.2083,-9.9359,90,false
2024/02/12 14:18:29:362,0.2729,-0.1891,-9.979,90,false
2024/02/12 14:18:29:524,0.2059,-0.1867,-9.9599,90,false
2024/02/12 14:18:29:683,0.2466,-0.1389,-10.0054,90,false
2024/02/12 14:18:29:842,0.1604,-0.1556,-9.9264,90,false
2024/02/12 14:18:30:003,0.1724,-0.1413,-9.9527,90,false
2024/02/12 14:18:30:162,0.1604,-0.1628,-9.9455,90,false
2024/02/12 14:18:30:322,0.1844,-0.1724,-9.9024,90,false
2024/02/12 14:18:30:483,0.1963,-0.1628,-9.9719,90,false
2024/02/12 14:18:30:640,0.2466,-0.1963,-9.9479,90,false
2024/02/12 14:18:30:801,0.2155,-0.237,-9.9431,90,false
2024/02/12 14:18:30:962,0.237,-0.1676,-10.0221,90,false
2024/02/12 14:18:31:120,0.261,-0.1389,-9.9359,90,false
2024/02/12 14:18:31:281,0.2083,-0.1006,-9.9144,90,false
2024/02/12 14:18:31:440,0.2083,-0.146,-9.9407,90,false
2024/02/12 14:18:31:600,0.2705,-0.1628,-9.9455,90,false
2024/02/12 14:18:31:759,0.2466,-0.2179,-9.9551,90,false
2024/02/12 14:18:31:920,0.1532,-0.1389,-9.9407,90,false
2024/02/12 14:18:32:079,0.2107,-0.1437,-9.9742,90,false
2024/02/12 14:18:32:239,0.2586,-0.146,-9.9695,90,false
2024/02/12 14:18:32:400,0.2322,-0.1293,-9.9431,90,false
2024/02/12 14:18:32:558,0.2251,-0.1891,-10.0054,90,false
2024/02/12 14:18:32:718,0.2083,-0.2322,-9.9551,90,false
2024/02/12 14:18:32:880,0.1915,-0.1915,-9.9168,90,false
2024/02/12 14:18:33:038,0.2035,-0.1532,-9.9455,90,false
2024/02/12 14:18:33:198,0.1317,-0.1556,-9.9647,90,false
2024/02/12 14:18:33:358,0.2059,-0.1508,-9.9383,90,false
2024/02/12 14:18:33:517,0.1772,-0.1173,-9.9311,90,false
2024/02/12 14:18:33:677,0.2322,-0.146,-9.9455,90,false
2024/02/12 14:18:33:837,0.2394,-0.1508,-9.9838,90,false
2024/02/12 14:18:33:996,0.2466,-0.146,-9.9264,90,false
2024/02/12 14:18:34:153,0.2274,-0.1532,-9.9623,90,false
2024/02/12 14:18:34:317,0.2131,-0.1724,-9.9719,90,false
2024/02/12 14:18:34:476,0.2227,-0.1939,-9.9599,90,false
2024/02/12 14:18:34:635,0.2538,-0.1915,-9.9599,90,false
2024/02/12 14:18:34:796,0.2203,-0.1604,-9.9671,90,false
2024/02/12 14:18:34:955,0.2394,-0.1796,-9.9551,90,false
2024/02/12 14:18:35:115,0.1604,-0.0886,-9.924,90,false
2024/02/12 14:18:35:275,0.2418,-0.1748,-9.9288,90,false
2024/02/12 14:18:35:434,0.1987,-0.146,-9.9503,90,false
2024/02/12 14:18:35:594,0.2251,-0.2059,-9.9647,90,false
2024/02/12 14:18:35:755,0.1748,-0.1125,-9.9192,90,false
2024/02/12 14:18:35:914,0.1604,-0.1796,-9.9695,90,false
2024/02/12 14:18:36:074,0.2203,-0.17,-9.9359,90,false
2024/02/12 14:18:36:234,0.1891,-0.1676,-9.9551,90,false
2024/02/12 14:18:36:393,0.2083,-0.1724,-9.9742,90,false
2024/02/12 14:18:36:551,0.2658,-0.1437,-9.8928,90,false
2024/02/12 14:18:36:714,0.2346,-0.146,-9.9479,90,false
2024/02/12 14:18:36:874,0.2394,-0.1293,-9.9144,90,false
2024/02/12 14:18:37:033,0.2682,-0.158,-9.9479,90,false
2024/02/12 14:18:37:194,0.1628,-0.2035,-10.0054,90,false
2024/02/12 14:18:37:353,0.2155,-0.1963,-9.9575,90,false
2024/02/12 14:18:37:513,0.2586,-0.1676,-9.9311,90,false
2024/02/12 14:18:37:674,0.1987,-0.1628,-9.924,90,false
2024/02/12 14:18:37:833,0.2274,-0.1963,-9.9886,90,false
2024/02/12 14:18:37:992,0.2945,-0.158,-9.991,90,false
2024/02/12 14:18:38:153,0.2203,-0.1269,-9.9335,90,false
2024/02/12 14:18:38:312,0.2179,-0.1365,-9.9288,90,false
2024/02/12 14:18:38:473,0.2418,-0.0599,-9.9958,90,false
2024/02/12 14:18:38:633,0.2466,-0.0886,-9.9216,90,false
2024/02/12 14:18:38:791,0.2155,-0.158,-9.9479,90,false
2024/02/12 14:18:38:951,0.2155,-0.1772,-9.9455,90,false
2024/02/12 14:18:39:108,0.2634,-0.1867,-9.9455,90,false
2024/02/12 14:18:39:268,0.182,-0.1772,-9.9024,90,false
2024/02/12 14:18:39:431,0.2011,-0.1389,-9.9527,90,false
2024/02/12 14:18:39:591,0.2466,-0.1197,-9.9503,90,false
2024/02/12 14:18:39:751,0.2418,-0.1724,-9.9192,90,false
2024/02/12 14:18:39:911,0.182,-0.1748,-9.9192,90,false
2024/02/12 14:18:40:072,0.237,-0.158,-9.979,90,false
2024/02/12 14:18:40:230,0.1867,-0.146,-9.9072,90,false
2024/02/12 14:18:40:390,0.2274,-0.1724,-9.9671,90,false
2024/02/12 14:18:40:551,0.2107,-0.1245,-9.9838,90,false
2024/02/12 14:18:40:710,0.1939,-0.0958,-9.9623,90,false
2024/02/12 14:18:40:870,0.2394,-0.1556,-9.9335,90,false
2024/02/12 14:18:41:031,0.2203,-0.1269,-9.924,90,false
2024/02/12 14:18:41:190,0.2107,-0.1293,-9.9527,90,false
2024/02/12 14:18:41:349,0.2155,-0.1652,-9.991,90,false
2024/02/12 14:18:41:510,0.2203,-0.1077,-9.9503,90,false
2024/02/12 14:18:41:675,0.2059,-0.1293,-9.9383,90,false
2024/02/12 14:18:41:829,0.237,-0.182,-9.9862,90,false
2024/02/12 14:18:41:990,0.2322,-0.1652,-9.9288,90,false
2024/02/12 14:18:42:149,0.1772,-0.1724,-9.9671,90,false
2024/02/12 14:18:42:309,0.2466,-0.1652,-9.9647,90,false
2024/02/12 14:18:42:470,0.2466,-0.2346,-9.9431,90,false
2024/02/12 14:18:42:629,0.1963,-0.1915,-9.9335,90,false
2024/02/12 14:18:42:788,0.2586,-0.1748,-9.9288,90,false
2024/02/12 14:18:42:949,0.2227,-0.1748,-9.9216,90,false
2024/02/12 14:18:43:108,0.249,-0.1772,-9.9383,90,false
2024/02/12 14:18:43:269,0.2418,-0.17,-9.9479,90,false
2024/02/12 14:18:43:429,0.2274,-0.1724,-9.9383,90,false
2024/02/12 14:18:43:587,0.3089,-0.1532,-9.9527,90,false
2024/02/12 14:18:43:746,0.2011,-0.1365,-9.9359,90,false
2024/02/12 14:18:43:904,0.2394,-0.2131,-9.9503,90,false
2024/02/12 14:18:44:068,0.2514,-0.1796,-9.912,90,false
2024/02/12 14:18:44:227,0.2179,-0.1748,-9.9407,90,false
2024/02/12 14:18:44:388,0.2514,-0.1748,-9.9623,90,false
2024/02/12 14:18:44:546,0.2753,-0.146,-9.9742,90,false
2024/02/12 14:18:44:706,0.1293,-0.1604,-9.9695,90,false
2024/02/12 14:18:44:868,0.2227,-0.1844,-9.9479,90,false
2024/02/12 14:18:45:026,0.2538,-0.1844,-9.9288,90,false
2024/02/12 14:18:45:186,0.2298,-0.1269,-9.979,90,false
2024/02/12 14:18:45:347,0.1556,-0.1724,-10.003,90,false
2024/02/12 14:18:45:506,0.2155,-0.1867,-9.9096,90,false
2024/02/12 14:18:45:666,0.237,-0.1532,-9.9431,90,false
2024/02/12 14:18:45:825,0.2897,-0.2155,-9.9958,90,false
2024/02/12 14:18:45:986,0.2131,-0.1939,-9.9886,90,false
2024/02/12 14:18:46:145,0.1891,-0.1867,-9.9383,90,false
2024/02/12 14:18:46:305,0.1987,-0.1532,-9.9383,90,false
2024/02/12 14:18:46:465,0.2442,-0.1437,-9.9455,90,false
2024/02/12 14:18:46:625,0.2274,-0.146,-9.9647,90,false
2024/02/12 14:18:46:785,0.2059,-0.1963,-9.9264,90,false
2024/02/12 14:18:46:944,0.2682,-0.1365,-9.9359,90,false
2024/02/12 14:18:47:103,0.158,-0.2083,-9.8904,90,false
2024/02/12 14:18:47:265,0.2083,-0.2107,-9.9623,90,false
2024/02/12 14:18:47:423,0.1748,-0.1149,-9.9551,90,false
2024/02/12 14:18:47:583,0.2346,-0.2298,-9.9647,90,false
2024/02/12 14:18:47:743,0.17,-0.1604,-9.9503,90,false
2024/02/12 14:18:47:903,0.2394,-0.182,-9.9503,90,false
2024/02/12 14:18:48:063,0.2418,-0.1389,-9.9455,90,false
2024/02/12 14:18:48:224,0.2227,-0.1365,-9.912,90,false
2024/02/12 14:18:48:382,0.1939,-0.17,-9.9335,90,false
2024/02/12 14:18:48:542,0.2059,-0.1508,-9.9671,90,false
2024/02/12 14:18:48:703,0.2179,-0.1915,-9.9838,90,false
2024/02/12 14:18:48:862,0.2227,-0.1221,-9.9096,90,false
2024/02/12 14:18:49:021,0.2059,-0.1987,-9.9862,90,false
2024/02/12 14:18:49:182,0.2059,-0.1341,-9.9407,90,false
2024/02/12 14:18:49:341,0.2059,-0.1413,-9.9479,90,false
2024/02/12 14:18:49:501,0.2251,-0.2155,-9.9096,90,false
2024/02/12 14:18:49:662,0.2011,-0.0838,-9.9479,90,false
2024/02/12 14:18:49:820,0.2825,-0.1652,-9.9838,90,false
2024/02/12 14:18:49:980,0.2251,-0.0862,-9.9288,90,false
2024/02/12 14:18:50:141,0.2538,-0.1245,-9.9886,90,false
2024/02/12 14:18:50:299,0.182,-0.1269,-9.9503,90,false
2024/02/12 14:18:50:460,0.261,-0.1101,-9.9599,90,false
2024/02/12 14:18:50:620,0.2562,-0.1437,-9.9479,90,false
2024/02/12 14:18:50:778,0.2394,-0.0718,-9.991,90,false
2024/02/12 14:18:50:942,0.249,-0.2083,-9.9551,90,false
2024/02/12 14:18:51:099,0.1652,-0.1293,-9.9,90,false
2024/02/12 14:18:51:259,0.1915,-0.1915,-9.9503,90,false
2024/02/12 14:18:51:418,0.182,-0.2107,-9.9886,90,false
2024/02/12 14:18:51:579,0.237,-0.1939,-9.8809,90,false
2024/02/12 14:18:51:738,0.2873,-0.1604,-9.9311,90,false
2024/02/12 14:18:51:898,0.2466,-0.1389,-9.9335,90,false
2024/02/12 14:18:52:059,0.2107,-0.1939,-9.9024,90,false
2024/02/12 14:18:52:217,0.2227,-0.1652,-9.9551,90,false
2024/02/12 14:18:52:377,0.182,-0.146,-9.9551,90,false
2024/02/12 14:18:52:538,0.1987,-0.1173,-9.9048,90,false
2024/02/12 14:18:52:696,0.1891,-0.1652,-9.9479,90,false
2024/02/12 14:18:52:857,0.2562,-0.1101,-9.9407,90,false
2024/02/12 14:18:53:017,0.1987,-0.1748,-9.924,90,false
2024/02/12 14:18:53:176,0.1844,-0.1724,-9.9359,90,false
2024/02/12 14:18:53:336,0.182,-0.1652,-9.924,90,false
2024/02/12 14:18:53:497,0.2418,-0.1796,-9.9647,90,false
2024/02/12 14:18:53:657,0.2322,-0.1652,-9.9264,90,false
2024/02/12 14:18:53:816,0.2322,-0.1844,-9.9623,90,false
2024/02/12 14:18:53:976,0.158,-0.1365,-9.9575,90,false
2024/02/12 14:18:54:135,0.2514,-0.1245,-9.9503,90,false
2024/02/12 14:18:54:295,0.2346,-0.1269,-9.8881,90,false
2024/02/12 14:18:54:457,0.237,-0.2083,-9.9503,90,false
2024/02/12 14:18:54:615,0.1748,-0.1317,-9.924,90,false
2024/02/12 14:18:54:775,0.2227,-0.1389,-9.9671,90,false
2024/02/12 14:18:54:935,0.2131,-0.1915,-9.9455,90,false
2024/02/12 14:18:55:095,0.1867,-0.1532,-9.9527,90,false
2024/02/12 14:18:55:255,0.2035,-0.1891,-9.9742,90,false
2024/02/12 14:18:55:415,0.2322,-0.1772,-9.9575,90,false
2024/02/12 14:18:55:575,0.2203,-0.1556,-9.9862,90,false
2024/02/12 14:18:55:734,0.2274,-0.1963,-9.9359,90,false
2024/02/12 14:18:55:895,0.182,-0.182,-9.9671,90,false
2024/02/12 14:18:56:055,0.2394,-0.1173,-9.9719,90,false
2024/02/12 14:18:56:214,0.182,-0.1484,-9.9599,90,false
2024/02/12 14:18:56:375,0.2011,-0.2107,-9.9311,90,false
2024/02/12 14:18:56:534,0.2035,-0.1077,-9.9814,90,false
2024/02/12 14:18:56:694,0.2083,-0.1341,-9.9719,90,false
2024/02/12 14:18:56:855,0.2035,-0.1628,-9.924,90,false
2024/02/12 14:18:57:014,0.2035,-0.1437,-9.9503,90,false
2024/02/12 14:18:57:173,0.2131,-0.1269,-9.9024,90,false
2024/02/12 14:18:57:334,0.2107,-0.1867,-9.9671,90,false
2024/02/12 14:18:57:493,0.2586,-0.1676,-9.9886,90,false
2024/02/12 14:18:57:654,0.2179,-0.1317,-9.9479,90,false
2024/02/12 14:18:57:813,0.1053,-0.1508,-9.9575,90,false
2024/02/12 14:18:57:973,0.2107,-0.1772,-9.9862,90,false
2024/02/12 14:18:58:136,0.2921,-0.1796,-9.924,90,false
2024/02/12 14:18:58:293,0.2155,-0.2011,-9.9407,90,false
2024/02/12 14:18:58:453,0.2251,-0.1269,-9.9695,90,false
2024/02/12 14:18:58:612,0.2322,-0.1724,-9.9144,90,false
2024/02/12 14:18:58:773,0.1987,-0.2107,-9.9527,90,false
2024/02/12 14:18:58:932,0.2394,-0.2011,-9.9024,90,false
2024/02/12 14:18:59:091,0.2418,-0.0886,-9.9407,90,false
