Date and Time, X-Value, Y-Value, Z-Value, Battery Level, Currently Charging?
2024/02/12 14:09:13:565,0.2011,-0.1413,-9.9311,91,false
2024/02/12 14:09:13:724,0.1796,-0.1173,-9.9479,91,false
2024/02/12 14:09:13:883,0.2179,-0.1508,-9.9192,91,false
2024/02/12 14:09:14:045,0.1748,-0.2298,-9.8881,91,false
2024/02/12 14:09:14:203,0.2203,-0.1437,-9.9503,91,false
2024/02/12 14:09:14:363,0.2801,-0.158,-9.9311,91,false
2024/02/12 14:09:14:525,0.2179,-0.158,-9.9982,91,false
2024/02/12 14:09:14:683,0.2131,-0.1772,-9.9431,91,false
2024/02/12 14:09:14:842,0.1437,-0.1484,-9.9575,91,false
2024/02/12 14:09:15:003,0.1939,-0.1053,-9.9527,91,false
2024/02/12 14:09:15:161,0.2418,-0.103,-9.9335,91,false
2024/02/12 14:09:15:323,0.2298,-0.1221,-9.9695,91,false
2024/02/12 14:09:15:483,0.1437,-0.2514,-9.9216,91,false
2024/02/12 14:09:15:641,0.2274,-0.1293,-9.9599,91,false
2024/02/12 14:09:15:801,0.2562,-0.1149,-9.9623,91,false
2024/02/12 14:09:15:962,0.2322,-0.1796,-9.9335,91,false
2024/02/12 14:09:16:121,0.2011,-0.1101,-10.0054,91,false
2024/02/12 14:09:16:281,0.2801,-0.2346,-9.9527,91,false
2024/02/12 14:09:16:442,0.2251,-0.1891,-9.9383,91,false
2024/02/12 14:09:16:600,0.1963,-0.0934,-9.9192,91,false
2024/02/12 14:09:16:760,0.1604,-0.1987,-9.9407,91,false
2024/02/12 14:09:16:922,0.2442,-0.1604,-9.9431,91,false
2024/02/12 14:09:17:079,0.2394,-0.158,-9.9455,91,false
2024/02/12 14:09:17:238,0.2466,-0.1796,-9.9575,91,false
2024/02/12 14:09:17:400,0.2298,-0.1317,-9.9599,91,false
2024/02/12 14:09:17:559,0.2322,-0.1867,-9.9288,91,false
2024/02/12 14:09:17:719,0.1772,-0.1508,-9.9311,91,false
2024/02/12 14:09:17:880,0.2418,-0.1413,-9.9455,91,false
2024/02/12 14:09:18:039,0.2514,-0.1772,-9.9479,91,false
2024/02/12 14:09:18:198,0.2322,-0.146,-9.9934,91,false
2024/02/12 14:09:18:359,0.2298,-0.1006,-9.9719,91,false
2024/02/12 14:09:18:519,0.2059,-0.2107,-9.9311,91,false
2024/02/12 14:09:18:678,0.2179,-0.1676,-9.9503,91,false
2024/02/12 14:09:18:839,0.2394,-0.1484,-9.991,91,false
2024/02/12 14:09:18:997,0.2418,-0.182,-9.9742,91,false
2024/02/12 14:09:19:158,0.1987,-0.1149,-9.9742,91,false
2024/02/12 14:09:19:317,0.237,-0.2466,-9.9264,91,false
2024/02/12 14:09:19:477,0.182,-0.1173,-9.9647,91,false
2024/02/12 14:09:19:637,0.1867,-0.1628,-9.9096,91,false
2024/02/12 14:09:19:798,0.2179,-0.1077,-9.9359,91,false
2024/02/12 14:09:19:957,0.2346,-0.1197,-9.9838,91,false
2024/02/12 14:09:20:116,0.2059,-0.1317,-9.9479,91,false
2024/02/12 14:09:20:277,0.1915,-0.1796,-9.9766,91,false
2024/02/12 14:09:20:435,0.2586,-0.1413,-9.9311,91,false
2024/02/12 14:09:20:595,0.2514,-0.1939,-9.9288,91,false
2024/02/12 14:09:20:755,0.261,-0.182,-9.9742,91,false
2024/02/12 14:09:20:915,0.2035,-0.1413,-9.9335,91,false
2024/02/12 14:09:21:074,0.2729,-0.146,-9.9455,91,false
2024/02/12 14:09:21:235,0.2155,-0.1844,-9.9623,91,false
2024/02/12 14:09:21:394,0.2753,-0.1556,-9.9168,91,false
2024/02/12 14:09:21:554,0.1748,-0.1556,-9.9623,91,false
2024/02/12 14:09:21:715,0.2035,-0.1389,-9.9862,91,false
2024/02/12 14:09:21:873,0.2035,-0.1532,-9.9168,91,false
2024/02/12 14:09:22:033,0.237,-0.1365,-9.979,91,false
2024/02/12 14:09:22:194,0.1772,-0.1676,-9.924,91,false
2024/02/12 14:09:22:351,0.2155,-0.1317,-9.9048,91,false
2024/02/12 14:09:22:512,0.261,-0.1748,-9.9431,91,false
2024/02/12 14:09:22:672,0.2035,-0.1125,-9.9335,91,false
2024/02/12 14:09:22:831,0.2634,-0.17,-9.9575,91,false
2024/02/12 14:09:22:990,0.1796,-0.1556,-9.979,91,false
2024/02/12 14:09:23:151,0.1987,-0.1508,-9.9431,91,false
2024/02/12 14:09:23:310,0.2274,-0.1532,-9.9479,91,false
2024/02/12 14:09:23:469,0.2418,-0.1293,-9.9599,91,false
2024/02/12 14:09:23:630,0.2322,-0.17,-9.9359,91,false
2024/02/12 14:09:23:789,0.2179,-0.1077,-9.8976,91,false
2024/02/12 14:09:23:948,0.2227,-0.1413,-9.9647,91,false
2024/02/12 14:09:24:109,0.2442,-0.1987,-9.9335,91,false
2024/02/12 14:09:24:268,0.261,-0.1676,-9.9359,91,false
2024/02/12 14:09:24:433,0.2059,-0.1413,-10.0221,91,false
2024/02/12 14:09:24:588,0.1891,-0.1652,-9.9503,91,false
2024/02/12 14:09:24:747,0.2466,-0.1987,-9.9072,91,false
2024/02/12 14:09:24:907,0.2179,-0.0527,-9.9551,91,false
2024/02/12 14:09:25:067,0.2203,-0.1915,-9.9527,91,false
2024/02/12 14:09:25:226,0.1796,-0.17,-9.912,91,false
2024/02/12 14:09:25:386,0.1891,-0.1293,-9.9623,91,false
2024/02/12 14:09:25:547,0.1939,-0.2274,-9.9359,91,false
2024/02/12 14:09:25:706,0.2203,-0.2227,-9.9766,91,false
2024/02/12 14:09:25:866,0.2274,-0.1508,-9.9719,91,false
2024/02/12 14:09:26:026,0.2346,-0.182,-9.9551,91,false
2024/02/12 14:09:26:185,0.1939,-0.2035,-9.9766,91,false
2024/02/12 14:09:26:345,0.1844,-0.0862,-10.0078,91,false
2024/02/12 14:09:26:506,0.237,-0.2179,-9.9862,91,false
2024/02/12 14:09:26:664,0.2011,-0.1844,-9.9383,91,false
2024/02/12 14:09:26:824,0.2203,-0.1772,-9.9671,91,false
2024/02/12 14:09:26:985,0.2203,-0.1652,-9.9359,91,false
2024/02/12 14:09:27:143,0.17,-0.1413,-9.9503,91,false
2024/02/12 14:09:27:304,0.1437,-0.158,-9.9647,91,false
2024/02/12 14:09:27:464,0.2418,-0.1269,-9.8713,91,false
2024/02/12 14:09:27:623,0.2227,-0.1077,-9.9766,91,false
2024/02/12 14:09:27:783,0.2562,-0.2035,-9.9623,91,false
2024/02/12 14:09:27:942,0.2586,-0.158,-9.9479,91,false
2024/02/12 14:09:28:103,0.158,-0.1484,-9.9503,91,false
2024/02/12 14:09:28:261,0.17,-0.2179,-9.9359,91,false
2024/02/12 14:09:28:423,0.2849,-0.1604,-9.9886,91,false
2024/02/12 14:09:28:582,0.2227,-0.091,-9.9503,91,false
2024/02/12 14:09:28:741,0.2035,-0.1365,-9.9359,91,false
2024/02/12 14:09:28:903,0.1915,-0.1317,-9.9647,91,false
2024/02/12 14:09:29:060,0.2562,-0.1652,-9.9647,91,false
2024/02/12 14:09:29:216,0.1915,-0.1413,-9.9719,91,false
2024/02/12 14:09:29:381,0.2466,-0.1796,-9.9527,91,false
2024/02/12 14:09:29:539,0.2011,-0.1772,-9.9551,91,false
2024/02/12 14:09:29:700,0.2083,-0.1532,-9.9359,91,false
2024/02/12 14:09:29:860,0.2011,-0.1245,-9.9742,91,false
2024/02/12 14:09:30:019,0.1939,-0.1317,-9.9719,91,false
2024/02/12 14:09:30:179,0.2203,-0.1844,-9.9527,91,false
2024/02/12 14:09:30:340,0.2011,-0.1796,-9.9455,91,false
2024/02/12 14:09:30:498,0.2179,-0.1628,-9.9455,91,false
2024/02/12 14:09:30:658,0.2251,-0.1532,-9.9599,91,false
2024/02/12 14:09:30:819,0.2825,-0.1748,-9.9335,91,false
2024/02/12 14:09:30:977,0.2083,-0.2011,-9.9838,91,false
2024/02/12 14:09:31:137,0.2011,-0.1341,-9.9359,91,false
2024/02/12 14:09:31:298,0.2346,-0.1963,-9.9766,91,false
2024/02/12 14:09:31:457,0.2466,-0.1413,-9.9192,91,false
2024/02/12 14:09:31:618,0.2011,-0.1628,-9.9264,91,false
2024/02/12 14:09:31:777,0.17,-0.182,-9.9695,91,false
2024/02/12 14:09:31:936,0.2083,-0.1604,-9.9647,91,false
2024/02/12 14:09:32:096,0.1844,-0.146,-9.979,91,false
2024/02/12 14:09:32:256,0.2346,-0.2274,-9.9359,91,false
2024/02/12 14:09:32:415,0.2322,-0.2251,-9.9168,91,false
2024/02/12 14:09:32:575,0.2179,-0.17,-9.9838,91,false
2024/02/12 14:09:32:735,0.1891,-0.1676,-9.9623,91,false
2024/02/12 14:09:32:895,0.3208,-0.1484,-9.9479,91,false
2024/02/12 14:09:33:054,0.1772,-0.1676,-9.9575,91,false
2024/02/12 14:09:33:214,0.2203,-0.1772,-9.9838,91,false
2024/02/12 14:09:33:373,0.17,-0.1844,-9.9503,91,false
2024/02/12 14:09:33:533,0.2179,-0.1652,-9.9359,91,false
2024/02/12 14:09:33:694,0.1915,-0.1508,-9.9527,91,false
2024/02/12 14:09:33:852,0.2298,-0.158,-9.9838,91,false
2024/02/12 14:09:34:012,0.1796,-0.1341,-9.9048,91,false
2024/02/12 14:09:34:173,0.2538,-0.2107,-9.9623,91,false
2024/02/12 14:09:34:332,0.2227,-0.2035,-9.924,91,false
2024/02/12 14:09:34:492,0.2035,-0.1389,-9.9575,91,false
2024/02/12 14:09:34:652,0.2658,-0.1772,-9.9719,91,false
2024/02/12 14:09:34:811,0.2298,-0.1389,-9.9647,91,false
2024/02/12 14:09:34:970,0.2394,-0.1748,-9.9599,91,false
2024/02/12 14:09:35:131,0.2251,-0.1652,-9.9647,91,false
2024/02/12 14:09:35:290,0.2059,-0.1556,-9.9431,91,false
2024/02/12 14:09:35:450,0.2011,-0.1963,-9.9623,91,false
2024/02/12 14:09:35:610,0.2346,-0.1293,-9.9671,91,false
2024/02/12 14:09:35:768,0.2586,-0.1125,-9.9168,91,false
2024/02/12 14:09:35:929,0.1748,-0.146,-9.9288,91,false
2024/02/12 14:09:36:089,0.2682,-0.1437,-9.9695,91,false
2024/02/12 14:09:36:248,0.1844,-0.182,-9.9383,91,false
2024/02/12 14:09:36:408,0.17,-0.1317,-9.9288,91,false
2024/02/12 14:09:36:569,0.1891,-0.2155,-9.9934,91,false
2024/02/12 14:09:36:727,0.2227,-0.1987,-9.9264,91,false
2024/02/12 14:09:36:888,0.2107,-0.1676,-9.9647,91,false
2024/02/12 14:09:37:048,0.1867,-0.1389,-9.9048,91,false
2024/02/12 14:09:37:207,0.2538,-0.158,-9.9072,91,false
2024/02/12 14:09:37:366,0.1844,-0.1652,-9.9335,91,false
2024/02/12 14:09:37:527,0.2107,-0.1556,-9.9311,91,false
2024/02/12 14:09:37:687,0.2514,-0.1053,-9.9455,91,false
2024/02/12 14:09:37:846,0.2394,-0.1149,-10.003,91,false
2024/02/12 14:09:38:007,0.1508,-0.1652,-9.9359,91,false
2024/02/12 14:09:38:165,0.2227,-0.1413,-9.924,91,false
2024/02/12 14:09:38:324,0.2203,-0.1628,-9.9383,91,false
2024/02/12 14:09:38:486,0.2418,-0.2251,-9.9814,91,false
2024/02/12 14:09:38:645,0.1652,-0.2251,-9.9671,91,false
2024/02/12 14:09:38:804,0.2586,-0.1389,-9.9623,91,false
2024/02/12 14:09:38:965,0.1939,-0.1987,-9.9599,91,false
2024/02/12 14:09:39:124,0.1963,-0.1245,-9.9695,91,false
2024/02/12 14:09:39:284,0.1963,-0.1484,-9.9192,91,false
2024/02/12 14:09:39:444,0.2346,-0.1604,-9.9719,91,false
2024/02/12 14:09:39:603,0.2298,-0.1532,-9.9335,91,false
2024/02/12 14:09:39:763,0.1748,-0.2322,-9.9144,91,false
2024/02/12 14:09:39:924,0.2442,-0.1891,-9.9335,91,false
2024/02/12 14:09:40:083,0.182,-0.182,-9.9072,91,false
2024/02/12 14:09:40:242,0.2107,-0.1724,-9.9192,91,false
2024/02/12 14:09:40:402,0.2131,-0.1484,-9.9311,91,false
2024/02/12 14:09:40:562,0.2035,-0.1748,-9.9192,91,false
2024/02/12 14:09:40:721,0.182,-0.1963,-9.9599,91,false
2024/02/12 14:09:40:882,0.2107,-0.1413,-9.9431,91,false
2024/02/12 14:09:41:040,0.2179,-0.1628,-9.9359,91,false
2024/02/12 14:09:41:200,0.17,-0.1796,-10.0149,91,false
2024/02/12 14:09:41:361,0.1915,-0.1915,-9.9719,91,false
2024/02/12 14:09:41:519,0.2322,-0.1437,-9.9599,91,false
2024/02/12 14:09:41:680,0.2083,-0.146,-9.9575,91,false
2024/02/12 14:09:41:840,0.2538,-0.1604,-9.9671,91,false
2024/02/12 14:09:41:998,0.2274,-0.1221,-9.9407,91,false
2024/02/12 14:09:42:154,0.182,-0.0934,-9.9479,91,false
2024/02/12 14:09:42:318,0.2442,-0.1915,-9.9886,91,false
2024/02/12 14:09:42:474,0.2442,-0.158,-9.9168,91,false
2024/02/12 14:09:42:633,0.1939,-0.0742,-9.9383,91,false
2024/02/12 14:09:42:798,0.1724,-0.1293,-9.924,91,false
2024/02/12 14:09:42:957,0.1891,-0.1867,-9.9359,91,false
2024/02/12 14:09:43:117,0.17,-0.1556,-9.9288,91,false
2024/02/12 14:09:43:278,0.1748,-0.0982,-9.8952,91,false
2024/02/12 14:09:43:437,0.2394,-0.158,-9.9599,91,false
2024/02/12 14:09:43:596,0.2011,-0.1389,-9.912,91,false
2024/02/12 14:09:43:757,0.2346,-0.103,-9.9455,91,false
2024/02/12 14:09:43:916,0.2203,-0.1317,-9.9431,91,false
2024/02/12 14:09:44:076,0.1939,-0.17,-9.9623,91,false
2024/02/12 14:09:44:236,0.2394,-0.1724,-9.9766,91,false
2024/02/12 14:09:44:395,0.2274,-0.2131,-9.9455,91,false
2024/02/12 14:09:44:554,0.2298,-0.182,-9.9719,91,false
2024/02/12 14:09:44:715,0.237,-0.182,-9.9719,91,false
2024/02/12 14:09:44:875,0.1963,-0.1628,-10.0078,91,false
2024/02/12 14:09:45:031,0.2059,-0.1245,-9.9814,91,false
2024/02/12 14:09:45:194,0.2514,-0.1748,-9.9383,91,false
2024/02/12 14:09:45:354,0.2083,-0.2179,-9.9503,91,false
2024/02/12 14:09:45:514,0.2322,-0.1676,-9.9719,91,false
2024/02/12 14:09:45:675,0.2251,-0.1748,-9.9862,91,false
2024/02/12 14:09:45:833,0.2131,-0.1772,-9.9144,91,false
2024/02/12 14:09:45:993,0.2298,-0.1772,-9.8976,91,false
2024/02/12 14:09:46:154,0.2274,-0.1508,-9.9503,91,false
2024/02/12 14:09:46:312,0.2274,-0.158,-9.9503,91,false
2024/02/12 14:09:46:473,0.2131,-0.2298,-9.9527,91,false
2024/02/12 14:09:46:633,0.1987,-0.091,-9.9455,91,false
2024/02/12 14:09:46:791,0.2346,-0.17,-9.9431,91,false
2024/02/12 14:09:46:951,0.2011,-0.1724,-9.9311,91,false
2024/02/12 14:09:47:112,0.249,-0.0766,-9.979,91,false
2024/02/12 14:09:47:271,0.1939,-0.1317,-9.9455,91,false
2024/02/12 14:09:47:430,0.2203,-0.1604,-9.9407,91,false
2024/02/12 14:09:47:591,0.1676,-0.1604,-9.9192,91,false
2024/02/12 14:09:47:750,0.2705,-0.1197,-9.9431,91,false
2024/02/12 14:09:47:909,0.2322,-0.1317,-9.9862,91,false
2024/02/12 14:09:48:071,0.2346,-0.1532,-9.9958,91,false
2024/02/12 14:09:48:229,0.2179,-0.1437,-9.9647,91,false
2024/02/12 14:09:48:388,0.2274,-0.1508,-9.9575,91,false
2024/02/12 14:09:48:548,0.2179,-0.1844,-9.9671,91,false
2024/02/12 14:09:48:708,0.2059,-0.158,-9.9551,91,false
2024/02/12 14:09:48:869,0.2634,-0.1724,-9.9455,91,false
2024/02/12 14:09:49:028,0.2011,-0.2227,-9.9934,91,false
2024/02/12 14:09:49:187,0.1939,-0.1341,-9.979,91,false
2024/02/12 14:09:49:347,0.1915,-0.146,-9.9455,91,false
2024/02/12 14:09:49:508,0.2562,-0.1844,-10.0006,91,false
2024/02/12 14:09:49:667,0.2011,-0.1796,-9.9838,91,false
2024/02/12 14:09:49:826,0.1891,-0.1676,-9.9886,91,false
2024/02/12 14:09:49:987,0.1963,-0.1484,-9.9527,91,false
2024/02/12 14:09:50:145,0.2179,-0.1844,-9.9431,91,false
2024/02/12 14:09:50:306,0.249,-0.1724,-9.9455,91,false
2024/02/12 14:09:50:467,0.2131,-0.1867,-9.9623,91,false
2024/02/12 14:09:50:625,0.2107,-0.1676,-9.979,91,false
2024/02/12 14:09:50:785,0.1915,-0.146,-9.979,91,false
2024/02/12 14:09:50:946,0.2418,-0.1748,-9.9431,91,false
2024/02/12 14:09:51:105,0.1652,-0.0982,-9.9407,91,false
2024/02/12 14:09:51:265,0.2298,-0.1317,-9.9599,91,false
2024/02/12 14:09:51:425,0.1652,-0.1604,-9.979,91,false
2024/02/12 14:09:51:584,0.249,-0.1628,-9.9479,91,false
2024/02/12 14:09:51:743,0.2897,-0.1844,-9.912,91,false
2024/02/12 14:09:51:904,0.2011,-0.1317,-9.8928,91,false
2024/02/12 14:09:52:063,0.2155,-0.1628,-9.9599,91,false
2024/02/12 14:09:52:221,0.1939,-0.1724,-9.9742,91,false
2024/02/12 14:09:52:383,0.249,-0.1101,-9.9838,91,false
2024/02/12 14:09:52:542,0.2131,-0.1867,-9.9958,91,false
2024/02/12 14:09:52:702,0.2203,-0.1053,-9.9479,91,false
2024/02/12 14:09:52:863,0.2107,-0.091,-9.9144,91,false
2024/02/12 14:09:53:022,0.1844,-0.1221,-9.9431,91,false
2024/02/12 14:09:53:181,0.1772,-0.1748,-9.912,91,false
2024/02/12 14:09:53:342,0.2227,-0.1724,-9.9264,91,false
2024/02/12 14:09:53:501,0.1413,-0.1915,-9.9359,91,false
2024/02/12 14:09:53:661,0.2562,-0.1006,-9.9072,91,false
2024/02/12 14:09:53:821,0.2131,-0.1652,-9.9551,91,false
2024/02/12 14:09:53:980,0.2346,-0.1221,-9.9671,91,false
2024/02/12 14:09:54:140,0.1508,-0.1652,-9.9647,91,false
2024/02/12 14:09:54:300,0.2274,-0.1508,-9.9551,91,false
2024/02/12 14:09:54:460,0.2179,-0.2011,-9.9599,91,false
2024/02/12 14:09:54:619,0.237,-0.1245,-9.9264,91,false
2024/02/12 14:09:54:780,0.2059,-0.1915,-9.9814,91,false
2024/02/12 14:09:54:938,0.1939,-0.1508,-9.9335,91,false
2024/02/12 14:09:55:098,0.237,-0.2107,-9.979,91,false
2024/02/12 14:09:55:256,0.1939,-0.1867,-9.9766,91,false
2024/02/12 14:09:55:418,0.2729,-0.1676,-9.9671,91,false
2024/02/12 14:09:55:578,0.2107,-0.1772,-9.9551,91,false
2024/02/12 14:09:55:738,0.1987,-0.1772,-9.9455,91,false
2024/02/12 14:09:55:897,0.2538,-0.1844,-9.9288,91,false
2024/02/12 14:09:56:058,0.2418,-0.2083,-9.9719,91,false
2024/02/12 14:09:56:218,0.1724,-0.182,-9.9288,91,false
2024/02/12 14:09:56:377,0.1844,-0.1532,-9.9431,91,false
2024/02/12 14:09:56:537,0.1532,-0.1197,-9.9742,91,false
2024/02/12 14:09:56:697,0.2011,-0.2442,-9.8976,91,false
2024/02/12 14:09:56:857,0.2418,-0.182,-9.9958,91,false
2024/02/12 14:09:57:016,0.2179,-0.1149,-9.9838,91,false
2024/02/12 14:09:57:176,0.1365,-0.1173,-9.9527,91,false
2024/02/12 14:09:57:338,0.2251,-0.1772,-9.9958,91,false
2024/02/12 14:09:57:495,0.2945,-0.1077,-10.0293,91,false
2024/02/12 14:09:57:657,0.1676,-0.2274,-9.9503,91,false
2024/02/12 14:09:57:815,0.2251,-0.1245,-9.9934,91,false
2024/02/12 14:09:57:974,0.2107,-0.1269,-9.9359,91,false
2024/02/12 14:09:58:135,0.1987,-0.1652,-9.9311,91,false
2024/02/12 14:09:58:294,0.2274,-0.1748,-9.9575,91,false
2024/02/12 14:09:58:455,0.1532,-0.1053,-9.9527,91,false
2024/02/12 14:09:58:614,0.1891,-0.17,-9.9719,91,false
2024/02/12 14:09:58:773,0.2514,-0.1748,-9.9695,91,false
2024/02/12 14:09:58:933,0.1915,-0.1389,-9.9982,91,false
2024/02/12 14:09:59:094,0.2107,-0.2035,-9.9623,91,false
2024/02/12 14:09:59:253,0.2107,-0.1915,-9.9623,91,false
2024/02/12 14:09:59:411,0.2131,-0.2203,-9.9766,91,false
2024/02/12 14:09:59:573,0.2227,-0.1939,-9.9766,91,false
2024/02/12 14:09:59:732,0.2274,-0.1604,-9.9623,91,false
2024/02/12 14:09:59:891,0.1891,-0.1245,-9.9671,91,false
2024/02/12 14:10:00:053,0.2274,-0.1891,-9.9814,91,false
2024/02/12 14:10:00:211,0.2083,-0.1341,-9.9288,91,false
2024/02/12 14:10:00:371,0.2131,-0.1844,-9.9886,91,false
2024/02/12 14:10:00:532,0.1891,-0.1437,-9.9719,91,false
2024/02/12 14:10:00:692,0.1652,-0.1437,-9.924,91,false
2024/02/12 14:10:00:852,0.1748,-0.2035,-9.9503,91,false
2024/02/12 14:10:01:012,0.249,-0.1844,-9.9192,91,false
2024/02/12 14:10:01:171,0.2131,-0.103,-10.003,91,false
2024/02/12 14:10:01:331,0.2083,-0.2083,-9.9359,91,false
2024/02/12 14:10:01:491,0.1676,-0.1867,-9.9096,91,false
2024/02/12 14:10:01:651,0.2274,-0.1748,-9.9072,91,false
2024/02/12 14:10:01:810,0.2346,-0.2179,-9.9527,91,false
2024/02/12 14:10:01:971,0.1891,-0.1293,-9.9455,91,false
2024/02/12 14:10:02:130,0.2514,-0.1269,-9.9048,91,false
2024/02/12 14:10:02:290,0.2466,-0.0982,-9.924,91,false
2024/02/12 14:10:02:451,0.2586,-0.1508,-9.9335,91,false
2024/02/12 14:10:02:610,0.2059,-0.1772,-9.8689,91,false
2024/02/12 14:10:02:769,0.1915,-0.1676,-9.9695,91,false
2024/02/12 14:10:02:930,0.1748,-0.1269,-9.9575,91,false
2024/02/12 14:10:03:089,0.2059,-0.2274,-9.9479,91,false
2024/02/12 14:10:03:249,0.2107,-0.1484,-9.9695,91,false
2024/02/12 14:10:03:410,0.1389,-0.1891,-9.9623,91,false
2024/02/12 14:10:03:568,0.2658,-0.1389,-9.9527,91,false
2024/02/12 14:10:03:728,0.2179,-0.1939,-9.9479,91,false
2024/02/12 14:10:03:888,0.2203,-0.182,-9.9503,91,false
2024/02/12 14:10:04:048,0.2083,-0.1221,-9.9311,91,false
2024/02/12 14:10:04:207,0.182,-0.1796,-9.9719,91,false
2024/02/12 14:10:04:368,0.2107,-0.1508,-9.9311,91,false
2024/02/12 14:10:04:528,0.1724,-0.2059,-9.9551,91,false
2024/02/12 14:10:04:686,0.1796,-0.1365,-9.9575,91,false
2024/02/12 14:10:04:848,0.1628,-0.1532,-9.9407,91,false
2024/02/12 14:10:05:006,0.1891,-0.1317,-9.9838,91,false
2024/02/12 14:10:05:166,0.2179,-0.0958,-9.9359,91,false
2024/02/12 14:10:05:326,0.1915,-0.1939,-9.9359,91,false
2024/02/12 14:10:05:485,0.2634,-0.1796,-9.979,91,false
2024/02/12 14:10:05:645,0.2322,-0.1915,-9.9431,91,false
2024/02/12 14:10:05:805,0.1867,-0.2203,-9.9503,91,false
2024/02/12 14:10:05:964,0.2035,-0.1221,-10.0149,91,false
2024/02/12 14:10:06:122,0.2107,-0.2035,-9.9766,91,false
2024/02/12 14:10:06:284,0.2083,-0.2083,-9.9503,91,false
2024/02/12 14:10:06:444,0.1844,-0.146,-9.9479,91,false
2024/02/12 14:10:06:606,0.2059,-0.1939,-9.9838,91,false
2024/02/12 14:10:06:764,0.249,-0.1772,-9.9623,91,false
2024/02/12 14:10:06:922,0.2131,-0.1604,-9.9072,91,false
2024/02/12 14:10:07:082,0.2227,-0.1389,-9.9359,91,false
2024/02/12 14:10:07:243,0.2011,-0.1628,-9.9647,91,false
2024/02/12 14:10:07:402,0.237,-0.1652,-9.9311,91,false
2024/02/12 14:10:07:561,0.1484,-0.182,-9.9647,91,false
2024/02/12 14:10:07:723,0.2107,-0.1245,-9.9431,91,false
2024/02/12 14:10:07:881,0.2418,-0.1796,-9.9671,91,false
2024/02/12 14:10:08:042,0.1963,-0.2179,-9.9719,91,false
2024/02/12 14:10:08:202,0.2322,-0.1437,-9.9766,91,false
2024/02/12 14:10:08:360,0.2298,-0.1221,-10.0173,91,false
2024/02/12 14:10:08:520,0.1867,-0.1724,-9.9575,91,false
2024/02/12 14:10:08:681,0.2634,-0.1724,-9.9742,91,false
2024/02/12 14:10:08:840,0.2179,-0.1293,-9.9479,91,false
2024/02/12 14:10:09:000,0.2107,-0.1437,-9.9264,91,false
2024/02/12 14:10:09:161,0.2059,-0.1939,-9.9647,91,false
2024/02/12 14:10:09:319,0.2586,-0.1676,-9.991,91,false
2024/02/12 14:10:09:479,0.1891,-0.1317,-9.9383,91,false
2024/02/12 14:10:09:641,0.2346,-0.1867,-10.0221,91,false
2024/02/12 14:10:09:798,0.1939,-0.1173,-9.9383,91,false
2024/02/12 14:10:09:958,0.2203,-0.1197,-9.9766,91,false
2024/02/12 14:10:10:119,0.1724,-0.1484,-9.9503,91,false
2024/02/12 14:10:10:278,0.2634,-0.1532,-9.9766,91,false
2024/02/12 14:10:10:434,0.2059,-0.1101,-9.9072,91,false
2024/02/12 14:10:10:597,0.1891,-0.1963,-9.9719,91,false
2024/02/12 14:10:10:757,0.1915,-0.1221,-9.9335,91,false
2024/02/12 14:10:10:916,0.2203,-0.2155,-9.9479,91,false
2024/02/12 14:10:11:078,0.2346,-0.1844,-9.9575,91,false
2024/02/12 14:10:11:237,0.2274,-0.1221,-9.9216,91,false
2024/02/12 14:10:11:397,0.1556,-0.1628,-9.9527,91,false
2024/02/12 14:10:11:557,0.1987,-0.1245,-9.9288,91,false
2024/02/12 14:10:11:716,0.1652,-0.1772,-9.9431,91,false
2024/02/12 14:10:11:876,0.2322,-0.1221,-9.9335,91,false
2024/02/12 14:10:12:037,0.2035,-0.1413,-9.9695,91,false
2024/02/12 14:10:12:195,0.2083,-0.1915,-9.924,91,false
2024/02/12 14:10:12:355,0.1676,-0.1365,-9.9766,91,false
2024/02/12 14:10:12:515,0.2466,-0.1891,-10.0126,91,false
2024/02/12 14:10:12:675,0.2131,-0.158,-9.9886,91,false
2024/02/12 14:10:12:835,0.2634,-0.1748,-9.9288,91,false
2024/02/12 14:10:12:995,0.1724,-0.1173,-9.9814,91,false
2024/02/12 14:10:13:154,0.2322,-0.17,-9.924,91,false
2024/02/12 14:10:13:314,0.1748,-0.1245,-9.9671,91,false
2024/02/12 14:10:13:475,0.1652,-0.2203,-10.0149,91,false
2024/02/12 14:10:13:634,0.2251,-0.1245,-9.924,91,false
2024/02/12 14:10:13:805,0.1844,-0.17,-9.9719,91,false
2024/02/12 14:10:13:954,0.1604,-0.2035,-9.9958,91,false
2024/02/12 14:10:14:113,0.182,-0.1796,-9.9719,91,false
2024/02/12 14:10:14:273,0.1389,-0.1724,-9.9671,91,false
2024/02/12 14:10:14:434,0.2346,-0.1915,-9.9383,91,false
2024/02/12 14:10:14:591,0.2251,-0.2466,-9.9383,91,false
2024/02/12 14:10:14:752,0.1197,-0.1532,-9.8952,91,false
2024/02/12 14:10:14:913,0.1891,-0.1652,-9.9192,91,false
2024/02/12 14:10:15:071,0.2705,-0.1772,-9.9838,91,false
2024/02/12 14:10:15:232,0.1987,-0.1221,-9.9479,91,false
2024/02/12 14:10:15:391,0.1963,-0.1365,-9.9742,91,false
2024/02/12 14:10:15:550,0.1915,-0.1628,-9.9359,91,false
2024/02/12 14:10:15:710,0.2634,-0.1389,-9.9383,91,false
