Date and Time, X-Value, Y-Value, Z-Value, Battery Level, Currently Charging?,Usual Walking
2023-09-26 15:49:04.451,-14.4514,-6.4691,1.1875,55,False,1
2023-09-26 15:49:04.574,-14.9087,-3.3064,-0.3089,55,False,1
2023-09-26 15:49:04.727,-8.1331,-0.4094,-0.6632,55,False,1
2023-09-26 15:49:04.887,-10.6303,-2.9113,-1.0032,55,False,1
2023-09-26 15:49:05.046,-14.2383,-6.1914,-0.0168,55,False,1
2023-09-26 15:49:05.207,-10.6901,-7.0054,1.0032,55,False,1
2023-09-26 15:49:05.368,-13.9486,-10.3046,0.5746,55,False,1
2023-09-26 15:49:05.528,-15.6605,-4.7932,-0.6129,55,False,1
2023-09-26 15:49:05.692,-11.4084,-2.7031,-0.9074,55,False,1
2023-09-26 15:49:05.863,-9.6798,-1.3743,0.5004,55,False,1
2023-09-26 15:49:06.014,-16.1489,-6.0525,2.0279,55,False,1
2023-09-26 15:49:06.214,-11.0253,-5.9017,1.0606,55,False,1
2023-09-26 15:49:06.333,-8.5545,-7.9847,1.0391,55,False,1
2023-09-26 15:49:06.491,-15.2319,-6.0286,0.407,55,False,1
2023-09-26 15:49:06.649,-14.8153,-4.2928,-0.1317,55,False,1
2023-09-26 15:49:06.810,-6.8354,0.8428,0.8021,55,False,1
2023-09-26 15:49:06.978,-12.4618,-4.4891,0.5986,55,False,1
2023-09-26 15:49:07.139,-10.7188,-5.1212,0.0622,55,False,1
2023-09-26 15:49:07.295,-9.5026,-6.7253,0.7159,55,False,1
2023-09-26 15:49:07.455,-12.5265,-7.3981,1.3719,55,False,1
2023-09-26 15:49:07.618,-13.5608,-4.6591,0.5411,55,False,1
2023-09-26 15:49:07.771,-10.3908,-3.0909,-0.4812,55,False,1
2023-09-26 15:49:07.931,-8.2193,-1.7526,0.5243,55,False,1
2023-09-26 15:49:08.092,-16.1561,-6.1435,1.8316,55,False,1
2023-09-26 15:49:08.252,-11.4419,-5.7604,0.9505,55,False,1
2023-09-26 15:49:08.411,-8.5832,-8.0325,1.3623,55,False,1
2023-09-26 15:49:08.571,-13.1585,-7.1347,1.1205,55,False,1
2023-09-26 15:49:08.733,-13.7691,-3.6607,-0.7518,55,False,1
2023-09-26 15:49:08.891,-8.26,-0.9697,-0.3926,55,False,1
2023-09-26 15:49:09.052,-12.1171,-2.3559,-1.0151,55,False,1
2023-09-26 15:49:09.213,-13.8888,-5.9161,0.2346,55,False,1
2023-09-26 15:49:09.372,-10.6877,-6.9097,1.3982,55,False,1
2023-09-26 15:49:09.533,-11.4586,-8.7795,1.7358,55,False,1
2023-09-26 15:49:09.694,-18.0619,-5.3558,0.7207,55,False,1
2023-09-26 15:49:09.853,-12.141,-3.0646,-0.8787,55,False,1
2023-09-26 15:49:10.013,-6.4524,1.0606,0.9002,55,False,1
2023-09-26 15:49:10.174,-15.5049,-5.9328,1.1396,55,False,1
2023-09-26 15:49:10.334,-12.7994,-6.0071,0.4334,55,False,1
2023-09-26 15:49:10.493,-8.8107,-8.1116,1.3647,55,False,1
2023-09-26 15:49:10.656,-12.1003,-6.2776,1.087,55,False,1
2023-09-26 15:49:10.814,-16.4721,-4.0558,-0.6201,55,False,1
2023-09-26 15:49:10.974,-9.6055,-0.8068,0.1269,55,False,1
2023-09-26 15:49:11.136,-11.4826,-1.7119,-0.8116,55,False,1
2023-09-26 15:49:11.294,-16.5272,-6.9528,1.2833,55,False,1
2023-09-26 15:49:11.454,-11.1235,-7.2856,0.0215,55,False,1
2023-09-26 15:49:11.616,-10.9846,-9.3446,1.336,55,False,1
2023-09-26 15:49:11.775,-16.6469,-5.6814,-0.7446,55,False,1
2023-09-26 15:49:11.936,-10.5872,-2.3966,-1.7071,55,False,1
2023-09-26 15:49:12.096,-7.1587,-0.5842,0.1963,55,False,1
2023-09-26 15:49:12.255,-16.8384,-6.2896,2.2865,55,False,1
2023-09-26 15:49:12.415,-10.0149,-4.877,0.5914,55,False,1
2023-09-26 15:49:12.577,-9.6845,-6.5649,0.0694,55,False,1
2023-09-26 15:49:12.736,-11.0612,-6.0071,0.5866,55,False,1
2023-09-26 15:49:12.896,-13.4865,-4.5011,0.3136,55,False,1
2023-09-26 15:49:13.057,-9.5816,-2.1931,-0.5818,55,False,1
2023-09-26 15:49:13.216,-12.2463,-2.1763,0.1508,55,False,1
2023-09-26 15:49:13.376,-14.9757,-5.4875,-0.5746,55,False,1
2023-09-26 15:49:13.538,-11.4946,-6.4596,0.6225,55,False,1
2023-09-26 15:49:13.703,-8.5401,-7.1898,0.3974,55,False,1
2023-09-26 15:49:13.864,-15.5767,-6.0166,0.9864,55,False,1
2023-09-26 15:49:14.023,-14.8369,-3.4069,-0.091,55,False,1
2023-09-26 15:49:14.177,-6.596,-0.7901,0.7015,55,False,1
2023-09-26 15:49:14.339,-11.5951,-4.9225,1.0199,55,False,1
2023-09-26 15:49:14.506,-10.8338,-3.5434,0.4836,55,False,1
2023-09-26 15:49:14.666,-9.4786,-7.2903,1.4676,55,False,1
2023-09-26 15:49:14.828,-12.4355,-7.7357,1.1708,55,False,1
2023-09-26 15:49:14.990,-13.9127,-3.5171,-0.5219,55,False,1
2023-09-26 15:49:15.149,-10.3358,-2.0207,-0.2753,55,False,1
2023-09-26 15:49:15.307,-10.6159,-2.2577,-0.1101,55,False,1
2023-09-26 15:49:15.470,-12.3397,-8.2863,-0.2442,55,False,1
2023-09-26 15:49:15.629,-4.6902,-8.6886,1.2258,55,False,1
2023-09-26 15:49:15.787,-8.995,-7.8745,0.328,55,False,1
2023-09-26 15:49:15.951,-14.9494,-7.8937,1.3001,55,False,1
2023-09-26 15:49:16.110,-8.77,-3.0694,-0.2346,55,False,1
2023-09-26 15:49:16.267,-5.7174,-0.8308,-0.0072,55,False,1
2023-09-26 15:49:16.432,-15.0236,-5.964,1.6807,55,False,1
