Mean_X,Mean_Y,Mean_Z,Avg_Std_Dev_VM,Label
9.704173502722321,-5.011515970961887,0.27161343012704176,2.9273225070075597,1
9.084027181208052,-4.784288926174497,0.5033459731543624,1.8750628718020117,1
9.137767803030302,-4.832761553030302,0.5035820075757576,2.222428712776991,1
9.48429095652174,-4.514512695652174,0.2598032173913043,2.318471161363145,1
9.403365322580646,-4.396392204301075,0.2472590053763441,2.283878983138314,1
7.111342483660132,-5.31489477124183,0.457043137254902,1.8885042784404857,1
-10.168587313961728,-3.9768447200566976,0.9037082919914954,2.324814651571083,1
-10.703961034482758,-4.084728620689655,0.6401910344827586,2.7216476764419526,1
-10.423164365671642,-3.8498421641791043,0.622069092039801,2.796282728298028,1
-10.360232340425531,-4.21436425531915,1.6701051063829786,2.968109571453156,1
-10.75772668313774,-4.117083446571958,0.6997381717109327,3.1924908968492636,1
-2.380435714285714,2.4956107142857142,8.623560714285714,0.9633261000301764,1
-11.483830747126438,-4.848414942528735,0.46829339080459775,3.2416189270254674,1
-10.300529981261711,-4.62738288569644,0.47638201124297314,2.133133617608242,1
-10.342236263736265,-4.442902197802198,0.27541208791208793,2.307402247914605,1
-10.412404416094208,-4.590804906771345,0.36670873405299315,2.2376746552199194,1
-9.8949375,-4.5207500000000005,0.7173541666666666,2.2354651919708393,1
-10.271471428571429,-3.9613714285714283,0.3027,2.1912003016221857,1
-10.746023752368918,-3.104930638029059,-0.02150814908401769,2.4891340917229186,1
-10.891644094488187,-3.1284181102362205,-0.03485853018372704,2.2654195815508635,1
-10.466110893854747,-2.826593854748604,0.13466229050279332,2.9981408406264847,1
-10.710896958174905,-2.9506931558935365,0.08685779467680607,2.7884442851714604,1
-10.956974925373135,-3.158318507462687,0.08892985074626866,2.285599562110839,1
-11.027202702702704,-2.9056374517374515,-0.060733976833976834,2.143024061677582,1
-10.558771428571427,-4.396383689538808,0.22642294713160857,2.6258367697168197,1
-10.525325,-4.355573376623377,0.3217172077922078,2.6597916996190163,1
-10.924307966203983,-4.393292214846108,0.132858961979481,3.22673414440536,1
-10.678412955465587,-4.262048987854252,0.09437408906882591,2.9071411015231985,1
-10.68731111111111,-4.961188888888888,0.45357222222222227,2.6733941970295536,1
-10.512175147928994,-4.569295857988166,0.4531272189349112,3.3887628024049463,1
-4.155574686192469,-7.979342154811715,-4.4055760460251046,0.036119378956723444,1
-4.09727202970297,-7.9951965346534655,-4.416975618811882,0.036598406008304524,1
-4.0656584317937705,-8.025793340494092,-4.399136842105263,0.03547305957633843,1
-4.03852573320719,-8.08392582781457,-4.313642478713339,0.03359641097602795,1
-4.042434615384615,-8.0609625,-4.338713888888889,0.03980456186671631,1
-4.0968920792079215,-7.89934108910891,-4.5637372524752475,0.036366071633000374,1
-4.089655555555556,-7.877118691588785,-4.6099767393561795,0.03410001888888049,1
-4.06328828125,-7.954820424107142,-4.4993728794642855,0.036881678920836415,1
-4.071017161016949,-7.948246080508475,-4.506261758474576,0.035689084233820764,1
-4.03448776290631,-7.940185659655832,-4.553209464627152,0.03811930178879136,1
-4.040081109925294,-7.933644076840982,-4.556678228388474,0.03481864556697138,1
-4.466414406779661,-3.7527302259887008,3.4772665725047083,0.2226236478291004,1
-0.523705702217529,-2.38797212249208,9.414571700105595,0.043838657501540056,1
-0.283280195599022,-2.1188051344743277,9.478677750611247,0.04059658699143801,1
-0.30518646616541356,-2.135840171858217,9.472806552094521,0.03264491404453881,1
-0.16409023162134945,-2.205397985901309,9.461179758308157,0.039403809483431106,1
0.9793260171306211,-2.233712098501071,9.212651177730192,0.09179800204296144,1
3.5632758817921832,-2.3933583412774073,8.75759018112488,0.030837193440057475,1
3.5685839055793993,-2.433025536480687,8.74861534334764,0.03700649019526469,1
3.651438694418165,-2.3295555345316936,8.73991069063387,0.0389718305925157,1
3.6577091007583964,-2.446427735644637,8.708032936078007,0.03628428280302173,1
3.1438094339622644,-3.365892358490566,8.625724339622643,0.03524856385405305,1
3.069879094827586,-3.2415446120689655,8.697337607758621,0.03385603485785444,1
3.086259378238342,-3.2343343005181344,8.691071606217616,0.03632941246089645,1
3.1021598173515983,-3.2419193607305936,8.68547579908676,0.036285594031911554,1
3.1749987261146493,-3.2332560509554136,8.66096560509554,0.041526099367749036,1
3.191722388059701,-3.1834671641791044,8.664694029850745,0.041905627165701925,1
3.191496739130435,-3.206484782608696,8.664303260869564,0.03240485177359919,1
3.2263222222222225,-3.3137252525252525,8.626424242424243,0.03197522575682065,1
3.2293194029850745,-3.3177955223880593,8.614516417910448,0.041005211004274594,1
3.23302129032258,-3.321717419354839,8.614710967741937,0.03415469614434348,1
3.222047,-3.355354,8.601624,0.04035344005281004,1
3.2096030303030303,-3.380128282828282,8.596461616161616,0.036244851042104946,1
3.1910715686274513,-3.4447411764705884,8.5829068627451,0.035108313111944574,1
3.1744837837837836,-3.4574824324324327,8.58191891891892,0.038785223901601454,1
2.645099524940618,-3.5666351543942993,7.3021195961995256,0.14265673422183775,1
